91,54,77,59,86,63,1,1,1,1,1,1,177,253,
76,87,86,64,55,60,1,1,1,1,1,1,173,255,
38,81,14,42,33,86,1,1,1,1,1,1,167,127,
15,94,67,60,59,9,1,1,1,1,1,1,161,143,
84,6,20,45,92,5,1,1,1,1,1,1,176,76,1
33,30,80,8,31,37,1,1,1,1,1,1,117,102,
30,40,81,36,63,83,1,1,1,1,1,1,164,169,
35,19,94,80,100,41,1,1,1,1,1,1,194,175,
70,51,85,93,90,19,1,1,1,1,1,1,183,225,
30,48,19,58,93,83,1,1,1,1,1,1,176,155,
51,24,81,79,96,57,1,1,1,1,1,1,177,211,
30,72,95,63,80,88,1,1,1,1,1,1,183,245,
49,61,73,75,1,69,1,1,1,1,1,1,148,180,
54,80,6,50,12,17,1,1,1,1,1,1,134,85,1
11,26,23,46,33,85,1,1,1,1,1,1,131,93,
19,77,24,33,55,20,1,1,1,1,1,1,132,96,
56,78,24,48,79,55,1,1,1,1,1,1,157,183,
100,37,2,78,26,29,1,1,1,1,1,1,178,94,1
93,85,68,87,66,77,1,1,1,1,1,1,180,296,
32,28,48,42,78,89,1,1,1,1,1,1,167,150,
86,79,13,11,31,78,1,1,1,1,1,1,165,133,
44,93,99,26,24,98,1,1,1,1,1,1,197,187,
98,89,26,68,10,86,1,1,1,1,1,1,187,190,
61,80,79,52,22,29,1,1,1,1,1,1,159,164,
69,52,16,29,76,36,1,1,1,1,1,1,145,133,
43,41,23,36,22,63,1,1,1,1,1,1,106,122,
21,58,47,89,59,91,1,1,1,1,1,1,180,185,
3,53,27,82,25,6,1,1,1,1,1,1,135,61,1
4,87,68,15,30,65,1,1,1,1,1,1,155,114,
33,30,42,47,87,75,1,1,1,1,1,1,162,152,
62,11,95,43,87,53,1,1,1,1,1,1,182,169,
70,41,94,30,3,69,1,1,1,1,1,1,164,143,
12,31,52,95,20,30,1,1,1,1,1,1,147,93,1
6,94,16,1,10,56,1,1,1,1,1,1,150,33,1
8,48,42,69,80,57,1,1,1,1,1,1,149,155,
89,8,92,100,23,86,1,1,1,1,1,1,192,206,
25,92,20,59,35,23,1,1,1,1,1,1,151,103,
75,85,93,57,46,97,1,1,1,1,1,1,190,263,
64,65,42,90,56,77,1,1,1,1,1,1,167,227,
52,74,38,85,83,59,1,1,1,1,1,1,168,223,
99,56,20,19,46,95,1,1,1,1,1,1,194,141,
98,91,19,22,9,15,1,1,1,1,1,1,189,65,1
96,60,5,93,99,63,1,1,1,1,1,1,195,221,
1,42,67,7,77,56,1,1,1,1,1,1,144,106,
32,7,35,31,43,6,1,1,1,1,1,1,78,76,
30,36,58,91,16,57,1,1,1,1,1,1,149,139,
30,57,9,2,63,8,1,1,1,1,1,1,120,49,1
51,81,54,52,21,37,1,1,1,1,1,1,135,161,
32,1,16,88,14,81,1,1,1,1,1,1,169,63,1
51,35,37,54,22,34,1,1,1,1,1,1,105,128,
36,79,62,87,17,58,1,1,1,1,1,1,166,173,
68,90,14,71,75,76,1,1,1,1,1,1,166,228,
65,15,40,34,29,97,1,1,1,1,1,1,162,118,
74,86,44,16,32,8,1,1,1,1,1,1,160,100,1
16,55,29,71,47,13,1,1,1,1,1,1,126,105,
74,40,20,3,13,34,1,1,1,1,1,1,114,70,1
98,11,66,91,23,50,1,1,1,1,1,1,189,150,
100,48,53,15,22,83,1,1,1,1,1,1,183,138,
68,74,94,81,16,55,1,1,1,1,1,1,175,213,
91,44,12,84,61,16,1,1,1,1,1,1,175,133,
1,3,67,61,66,32,1,1,1,1,1,1,133,97,
43,42,7,86,55,47,1,1,1,1,1,1,141,139,
85,84,44,83,90,19,1,1,1,1,1,1,175,230,
8,25,86,91,88,35,1,1,1,1,1,1,179,154,
9,64,17,46,50,88,1,1,1,1,1,1,152,122,
41,65,72,36,54,73,1,1,1,1,1,1,145,196,
82,29,37,31,96,24,1,1,1,1,1,1,178,121,
36,78,21,90,48,13,1,1,1,1,1,1,168,118,
76,32,78,12,95,22,1,1,1,1,1,1,173,142,
92,28,34,95,73,17,1,1,1,1,1,1,187,152,
34,18,87,29,93,44,1,1,1,1,1,1,180,125,
27,15,55,92,31,81,1,1,1,1,1,1,173,128,
34,46,51,4,3,69,1,1,1,1,1,1,120,87,
61,90,95,91,18,68,1,1,1,1,1,1,186,237,
81,14,55,32,15,88,1,1,1,1,1,1,169,116,
57,3,94,15,7,19,1,1,1,1,1,1,151,44,1
18,14,20,80,73,7,1,1,1,1,1,1,153,59,1
74,14,67,10,57,41,1,1,1,1,1,1,141,122,
80,71,5,53,60,8,1,1,1,1,1,1,151,126,
28,53,23,30,92,43,1,1,1,1,1,1,145,124,
29,6,1,46,78,47,1,1,1,1,1,1,125,82,1
31,11,100,22,35,23,1,1,1,1,1,1,135,87,1
7,40,76,4,29,53,1,1,1,1,1,1,129,80,1
14,2,54,62,79,77,1,1,1,1,1,1,156,132,
1,80,63,87,13,68,1,1,1,1,1,1,167,145,
50,75,36,78,21,43,1,1,1,1,1,1,153,150,
26,45,1,6,42,73,1,1,1,1,1,1,118,75,1
66,22,39,30,74,70,1,1,1,1,1,1,144,157,
79,69,76,94,9,68,1,1,1,1,1,1,173,222,
62,59,67,79,35,72,1,1,1,1,1,1,151,223,
63,65,81,32,80,85,1,1,1,1,1,1,166,240,
20,95,22,19,32,58,1,1,1,1,1,1,153,93,1
6,26,39,95,51,15,1,1,1,1,1,1,146,86,1
21,93,52,38,1,95,1,1,1,1,1,1,188,112,1
29,75,31,88,30,76,1,1,1,1,1,1,164,165,
51,26,53,33,10,67,1,1,1,1,1,1,120,120,
35,25,76,39,82,26,1,1,1,1,1,1,158,125,
71,86,48,26,58,94,1,1,1,1,1,1,180,203,
50,21,82,29,19,6,1,1,1,1,1,1,132,75,1
56,65,36,10,8,52,1,1,1,1,1,1,121,106,
46,67,39,74,11,49,1,1,1,1,1,1,141,145,
17,14,56,78,49,51,1,1,1,1,1,1,134,131,
32,5,51,46,81,79,1,1,1,1,1,1,160,134,
76,22,8,60,26,51,1,1,1,1,1,1,136,107,
27,97,37,86,14,25,1,1,1,1,1,1,183,103,1
61,51,62,82,94,63,1,1,1,1,1,1,176,237,
98,12,17,2,43,60,1,1,1,1,1,1,158,74,1
66,100,75,15,58,84,1,1,1,1,1,1,184,214,
98,3,53,24,58,25,1,1,1,1,1,1,156,105,
19,11,21,89,14,28,1,1,1,1,1,1,117,65,1
84,87,32,67,35,81,1,1,1,1,1,1,171,215,
99,29,57,88,27,4,1,1,1,1,1,1,187,117,1
83,37,2,29,58,71,1,1,1,1,1,1,154,126,
59,56,57,97,3,30,1,1,1,1,1,1,156,146,
21,41,76,23,96,10,1,1,1,1,1,1,172,95,1
76,95,79,80,63,48,1,1,1,1,1,1,175,266,
87,5,75,30,6,52,1,1,1,1,1,1,162,93,1
92,96,8,99,47,36,1,1,1,1,1,1,195,183,
96,77,91,42,51,61,1,1,1,1,1,1,187,231,
84,63,99,69,82,26,1,1,1,1,1,1,183,240,
49,20,30,61,78,86,1,1,1,1,1,1,164,160,
85,96,59,75,73,74,1,1,1,1,1,1,181,281,
85,58,91,84,8,54,1,1,1,1,1,1,176,204,
14,30,89,25,33,7,1,1,1,1,1,1,122,76,1
91,89,17,40,68,9,1,1,1,1,1,1,180,134,
32,82,62,16,40,94,1,1,1,1,1,1,176,150,
45,72,25,87,28,63,1,1,1,1,1,1,159,161,
24,27,47,74,60,95,1,1,1,1,1,1,169,158,
96,75,31,92,23,38,1,1,1,1,1,1,188,167,
11,10,39,42,94,41,1,1,1,1,1,1,136,101,
41,94,86,39,21,36,1,1,1,1,1,1,180,137,
55,8,86,59,36,71,1,1,1,1,1,1,157,158,
66,81,92,69,7,50,1,1,1,1,1,1,173,192,
43,10,34,93,45,53,1,1,1,1,1,1,146,132,
13,20,39,51,91,86,1,1,1,1,1,1,177,123,
34,21,5,95,64,28,1,1,1,1,1,1,159,88,1
10,67,50,70,57,7,1,1,1,1,1,1,137,124,
100,68,98,43,28,33,1,1,1,1,1,1,198,172,
46,70,19,40,72,41,1,1,1,1,1,1,142,146,
75,53,77,11,10,57,1,1,1,1,1,1,152,131,
71,32,26,82,46,88,1,1,1,1,1,1,170,175,
29,94,39,75,67,24,1,1,1,1,1,1,169,159,
74,96,87,66,60,44,1,1,1,1,1,1,183,244,
96,39,49,17,30,14,1,1,1,1,1,1,145,100,
62,38,68,80,100,71,1,1,1,1,1,1,180,239,
88,81,2,40,79,96,1,1,1,1,1,1,184,202,
4,43,88,76,64,12,1,1,1,1,1,1,164,123,
51,7,47,62,75,40,1,1,1,1,1,1,137,145,
89,41,32,79,22,84,1,1,1,1,1,1,173,174,
62,66,61,35,44,19,1,1,1,1,1,1,128,159,
85,3,89,51,67,70,1,1,1,1,1,1,174,191,
78,66,28,23,17,74,1,1,1,1,1,1,152,134,
38,42,32,92,43,36,1,1,1,1,1,1,135,148,
95,41,64,92,76,39,1,1,1,1,1,1,187,220,
8,95,100,40,2,71,1,1,1,1,1,1,195,121,1
78,90,99,15,13,63,1,1,1,1,1,1,189,169,
35,61,88,54,55,70,1,1,1,1,1,1,158,205,
16,88,13,93,54,95,1,1,1,1,1,1,188,171,
67,24,72,27,65,80,1,1,1,1,1,1,152,183,
35,20,32,58,39,89,1,1,1,1,1,1,147,126,
89,17,95,26,47,90,1,1,1,1,1,1,185,179,
47,57,51,60,66,3,1,1,1,1,1,1,126,158,
72,68,21,38,6,67,1,1,1,1,1,1,140,132,
36,37,76,23,56,84,1,1,1,1,1,1,160,152,
6,22,63,13,76,78,1,1,1,1,1,1,154,104,
38,92,89,91,2,66,1,1,1,1,1,1,183,195,
9,44,78,76,49,72,1,1,1,1,1,1,154,174,
44,22,65,12,58,80,1,1,1,1,1,1,145,136,
67,55,26,58,19,57,1,1,1,1,1,1,125,157,
48,80,12,24,35,56,1,1,1,1,1,1,136,119,
3,39,71,17,74,24,1,1,1,1,1,1,145,83,1
29,17,2,15,53,78,1,1,1,1,1,1,131,63,1
12,71,36,1,39,74,1,1,1,1,1,1,145,88,1
41,62,36,78,34,58,1,1,1,1,1,1,140,169,
56,41,26,77,92,68,1,1,1,1,1,1,169,191,
20,10,12,4,90,65,1,1,1,1,1,1,155,46,1
49,10,61,83,34,39,1,1,1,1,1,1,144,132,
55,49,71,40,81,6,1,1,1,1,1,1,152,150,
98,94,56,57,14,17,1,1,1,1,1,1,192,144,
98,38,44,87,10,92,1,1,1,1,1,1,190,179,
85,55,36,66,51,41,1,1,1,1,1,1,151,183,
